com.samsung.health.sleep_stage;6110061;6;;;;;;;;
2020-09-03 03:13:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40003;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 03:21:00.000;21636f1d-884f-2aaa-e207-ed52e080a373
2020-09-03 02:30:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 02:42:00.000;eeac48a2-321f-6f7f-118d-bfb4f99d6e6c
2020-09-03 02:42:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40004;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 02:47:00.000;8a96920a-0c7f-6f7a-e038-cfd49edee1f6
2020-09-03 03:45:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 04:21:00.000;7ea7c8e5-0bfe-d3eb-ca5f-ab46b8dd67ac
2020-09-03 03:21:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 03:30:00.000;f2f38c26-dc9f-91fd-e299-ab533c199370
2020-09-03 03:30:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 03:32:00.000;3229d173-7052-4c96-92c2-de7725a5a069
2020-09-03 06:29:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 06:30:00.000;129e0a2f-9653-0d56-1c33-64d8413be69b
2020-09-03 05:19:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 05:21:00.000;da70a0cc-077b-0ab5-c945-217c8a17d4f5
2020-09-03 06:56:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 06:57:00.000;3694b448-fe4e-a783-e432-ac61f2d28c07
2020-09-03 04:21:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 04:22:00.000;084c7599-c861-775d-bb4b-03e195dcf0af
2020-09-03 06:51:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 06:52:00.000;fb137f87-9418-ed70-d47a-3eb41e69ba1b
2020-09-03 07:11:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 07:12:00.000;ef9e9c3e-0cb6-878d-f5f3-27e4716c26d4
2020-09-03 05:21:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40004;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 05:33:00.000;d51daa71-c57c-5301-2c8c-d31e3f612405
2020-09-03 07:25:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 07:26:00.000;83128ecf-d7cb-072c-c753-2eadaf254103
2020-09-03 05:46:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 05:47:00.000;36c9fbde-634c-9147-f291-7435d4b82ffc
2020-09-04 00:08:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 00:09:00.000;046aaecf-c447-c7fd-dc43-e3a1a6ead4ee
2020-09-03 04:22:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 05:13:00.000;501c8921-bfc9-af84-5079-141af93c0612
2020-09-03 05:33:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 05:35:00.000;56182644-e396-6b39-f4c3-777a5b50345b
2020-09-03 07:06:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 07:07:00.000;81f61f4f-7cc9-55d8-80e9-dc10d2326414
2020-09-03 06:14:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 06:15:00.000;1bd78d4d-2200-4206-d31b-9ef8c5726106
2020-09-03 05:47:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 05:56:00.000;5f642f0c-73fb-ff41-a22b-c23174c329f5
2020-09-03 05:56:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 05:57:00.000;8041f103-7daa-97b0-3658-194d8dd56036
2020-09-03 07:20:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 07:21:00.000;010236a2-2d90-c1ff-67c2-556f16cade98
2020-09-03 06:15:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40004;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 06:24:00.000;1560c5e3-d250-f3c0-f484-d4a2612bb9ea
2020-09-03 06:24:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 06:29:00.000;7a07d327-6e3b-27d6-1fda-27946abcb10c
2020-09-04 00:38:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 00:39:00.000;7bb33752-0a1e-cab0-0180-be0f1fca8adc
2020-09-03 06:49:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 06:51:00.000;92949356-eed4-5816-e953-a61792b7f3ba
2020-09-04 01:10:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 01:20:00.000;cbed6039-4ad3-d4d0-71f8-063816a4bf4c
2020-09-04 00:02:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 00:07:00.000;d474ccdd-111e-edff-d9b6-1090928c1321
2020-09-03 06:47:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 06:48:00.000;88daf3a5-653a-798a-adf4-5d37c56f3e6d
2020-09-03 07:02:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 07:06:00.000;e9fbc24d-8772-ca3a-1848-59c42e719fc0
2020-09-03 07:16:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 07:20:00.000;9043334f-9958-7181-5f30-3606dd2b794e
2020-09-03 06:57:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 07:01:00.000;32fd2ce3-747b-f3ce-dbe4-0a7c3fd89dec
2020-09-04 00:24:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40003;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 00:30:00.000;a4d9bcd5-3f52-ca82-cfd6-b9698d35e898
2020-09-03 07:28:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 07:29:00.000;8d6d2472-0f5d-867c-0e5f-55d2181341e2
2020-09-04 00:51:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40004;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 01:08:00.000;eace961a-6521-2fcd-8917-1c9f07663769
2020-09-03 07:12:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 07:15:00.000;58422e44-f6c7-9119-c676-be0845d6bbd5
2020-09-03 06:48:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 06:49:00.000;853d302a-34a3-37c7-e97a-ad350ca796c2
2020-09-04 01:51:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 01:53:00.000;a5ef2d57-7bda-b194-989b-ad24e31803ad
2020-09-04 01:48:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 01:50:00.000;c1e6e72a-c723-91af-c829-0c2351835261
2020-09-03 07:26:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 07:27:00.000;59800b26-718c-7020-247a-d3d3d6678eb7
2020-09-04 02:14:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 02:26:00.000;cf6d264e-6e12-eb24-5987-960bd28e0b07
2020-09-04 00:18:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 00:24:00.000;f01ee21a-e3a3-8713-4639-d1a501d891eb
2020-09-03 07:01:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 07:02:00.000;26b61aeb-b233-13c7-393c-eb395d802c10
2020-09-04 00:09:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 00:17:00.000;0963106e-7f66-678d-12df-79671b9d91c7
2020-09-04 02:02:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 02:13:00.000;0e247d26-508b-ff59-cfeb-2b7f6269cd4b
2020-09-04 03:21:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 03:42:00.000;8648e2ed-52dc-fcf1-32c4-959f53bd35fd
2020-09-04 00:39:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 00:41:00.000;ce2958fb-0e04-e1ad-a56c-28ddc2ebfe83
2020-09-04 00:50:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 00:51:00.000;8d0da882-3b96-72b5-b4f7-34c346ec61c1
2020-09-04 02:53:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 03:05:00.000;4e094112-4c27-259c-bf21-063bc6647fc8
2020-09-03 07:15:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 07:16:00.000;5089a1e2-a091-c5ec-1832-905bd91be223
2020-09-04 01:20:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40003;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 01:36:00.000;aa441541-9ec2-a622-ddb5-8d0c484065ee
2020-09-04 03:57:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40004;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 04:02:00.000;2bdcc5fd-e59c-7617-e77a-5f5d0ba2b9c9
2020-09-04 04:03:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40004;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 04:22:00.000;3bdc6569-bafb-7e48-172e-3809e87379e3
2020-09-03 07:27:00.000;e8d95a33-1de7-b1f1-186d-6eee491cae80;;03.09.20 07:33;03.09.20 07:33;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-03 07:28:00.000;3acae6ef-9ea6-afd4-9b45-294148073569
2020-09-04 01:42:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40004;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 01:48:00.000;7982f44f-313d-8353-3251-8ea3f0477f26
2020-09-04 04:50:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 04:57:00.000;eb0045ea-9b17-3525-8703-3f9043950860
2020-09-04 01:53:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 01:54:00.000;e10a3eca-9c86-6254-6c37-9a1478475f3f
2020-09-04 05:06:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 05:07:00.000;a5956216-c375-61b1-59c2-0ef9a736422e
2020-09-04 00:17:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 00:18:00.000;5e3cd4ad-16ec-b246-0282-b855ddebbe6d
2020-09-04 01:56:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40004;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 02:02:00.000;39628c52-0bf8-acdf-19a1-f8cc57b1e937
2020-09-01 23:43:00.000;b953ce09-66f0-5b6f-5b56-83c7dcd10e3b;;02.09.20 07:28;02.09.20 07:28;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-01 23:49:00.000;4037410c-fc0f-5f94-cfe5-173d29c87a52
2020-09-04 05:31:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 05:32:00.000;b1859869-ddac-2c01-bcf0-9cf1373426fd
2020-09-02 00:35:00.000;b953ce09-66f0-5b6f-5b56-83c7dcd10e3b;;02.09.20 07:28;02.09.20 07:28;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-02 00:42:00.000;828db6f9-d90c-6ccd-e2f6-bf887dbf1bf3
2020-09-04 05:46:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 05:47:00.000;b472e311-2042-d00c-badc-ebc30eb651f2
2020-09-04 23:46:00.000;27081326-1b39-4f95-231e-c21146572da3;;05.09.20 08:24;05.09.20 08:24;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 23:54:00.000;9e01199b-10bf-074c-89b3-5bb69f1934ac
2020-09-05 00:23:00.000;27081326-1b39-4f95-231e-c21146572da3;;05.09.20 08:24;05.09.20 08:24;40003;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-05 00:31:00.000;deba6cc3-3481-aa29-89ef-e89313947b9f
2020-09-02 01:04:00.000;b953ce09-66f0-5b6f-5b56-83c7dcd10e3b;;02.09.20 07:28;02.09.20 07:28;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-02 01:09:00.000;a41d5038-9ccf-a5de-9d3f-014557ba21ea
2020-09-04 02:26:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 02:27:00.000;65d191db-58e9-abfc-ccdd-3e64b6067982
2020-09-04 02:43:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40004;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 02:53:00.000;bfc32191-fc8d-06d6-60e2-5992be8f0f63
2020-09-04 03:42:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 03:43:00.000;74adb796-b642-5026-2ee0-2c64633e158f
2020-09-04 03:56:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 03:57:00.000;06f35bc7-c09f-042a-ccfa-b07684c0688b
2020-09-04 04:22:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 04:24:00.000;2e86cdf0-cf7f-4493-dbb6-1b31b83f2bc0
2020-09-04 04:39:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40003;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 04:50:00.000;9aa73fde-44f5-4b72-7161-06350707f144
2020-09-04 05:07:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40004;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 05:20:00.000;1abdd733-5acd-b0ed-c3f2-55f12a699550
2020-09-04 05:22:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 05:26:00.000;c4962121-0c13-9edf-e40d-8302840ae1a4
2020-09-04 05:32:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 05:36:00.000;6720c57a-ea01-5623-76b5-9444bafe6a8d
2020-09-04 05:47:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 05:49:00.000;69d7aaa4-9015-4742-ef78-cef444534c5d
2020-09-04 05:37:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 05:41:00.000;b4ffb1bd-900a-51f9-665a-53228b125b76
2020-09-04 00:41:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40004;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 00:50:00.000;e9488ebe-b1b6-0719-0641-48fbbccbb4ba
2020-09-04 23:54:00.000;27081326-1b39-4f95-231e-c21146572da3;;05.09.20 08:24;05.09.20 08:24;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 23:56:00.000;9f43575b-f1c9-06a6-3bf6-145fcea29d11
2020-09-04 05:26:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 05:27:00.000;b558b832-1c29-b75a-3d22-855f89cf0a16
2020-09-04 01:36:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 01:42:00.000;2659a0b5-584d-003d-4485-bd5e8d62817a
2020-09-04 23:38:00.000;27081326-1b39-4f95-231e-c21146572da3;;05.09.20 08:24;05.09.20 08:24;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 23:39:00.000;c931d2a4-1a83-edf6-6300-11ea96b61d84
2020-09-05 01:20:00.000;27081326-1b39-4f95-231e-c21146572da3;;05.09.20 08:24;05.09.20 08:24;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-05 01:21:00.000;9fe22d1f-0dfc-8d2d-d7b4-876e609692e1
2020-09-02 02:23:00.000;b953ce09-66f0-5b6f-5b56-83c7dcd10e3b;;02.09.20 07:28;02.09.20 07:28;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-02 02:25:00.000;b1d9d237-62d5-bece-48b4-5765d9eb1109
2020-09-04 01:54:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 01:56:00.000;b897fc60-e83f-4db5-ca05-dcb126c19299
2020-09-04 23:59:00.000;27081326-1b39-4f95-231e-c21146572da3;;05.09.20 08:24;05.09.20 08:24;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-05 00:05:00.000;2b9d02db-39ea-ba56-003a-d28c85e72a36
2020-09-04 02:27:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 02:43:00.000;337074a2-8228-441c-c4dc-352c798fdf23
2020-09-04 05:41:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 05:42:00.000;a487af00-cc73-4d19-cdf8-a152cd2dde36
2020-09-02 03:14:00.000;b953ce09-66f0-5b6f-5b56-83c7dcd10e3b;;02.09.20 07:28;02.09.20 07:28;40003;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-02 03:17:00.000;ce25c998-b12f-7eb9-333b-f2a1bf0c23d3
2020-09-04 03:43:00.000;2fde59e9-4150-4b38-07df-e3a9d2884449;;2020-09-04 05:49:35.068;2020-09-04 05:49:35.068;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 03:56:00.000;1a8e8eeb-24f6-1c19-a416-08dd60907b72
2020-09-05 00:31:00.000;27081326-1b39-4f95-231e-c21146572da3;;05.09.20 08:24;05.09.20 08:24;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-05 00:51:00.000;bf2a298b-dc75-8c35-de24-9023364daa79
2020-09-04 23:39:00.000;27081326-1b39-4f95-231e-c21146572da3;;05.09.20 08:24;05.09.20 08:24;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-04 23:40:00.000;e3c58012-70b2-e7d6-d70a-1a899735cc4a
2020-09-02 04:01:00.000;b953ce09-66f0-5b6f-5b56-83c7dcd10e3b;;02.09.20 07:28;02.09.20 07:28;40001;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-02 04:02:00.000;4c8558d7-b49a-d35d-a882-dfea95b116d7
2020-09-05 01:21:00.000;27081326-1b39-4f95-231e-c21146572da3;;05.09.20 08:24;05.09.20 08:24;40004;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-05 01:40:00.000;82051d32-8010-a44d-ff88-64a00b4a0c12
2020-09-05 00:52:00.000;27081326-1b39-4f95-231e-c21146572da3;;05.09.20 08:24;05.09.20 08:24;40002;UTC+0200;0CI+8SNNP+;com.sec.android.app.shealth;2020-09-05 01:05:00.000;f59735b4-6bb9-0aec-d645-716b28a93e0c
